# Program:featureCounts v2.0.3; Command:"featureCounts" "-t" "exon" "-g" "Parent" "-O" "-M" "-a" "references/crassa/2489.all.withOrthoID.gff" "-o" "counts/crassa.featureCounts.tsv" "bams/crassa/SRR4448063.sam" "bams/crassa/SRR4448064.sam" "bams/crassa/SRR751454.cutadapt.sam" "bams/crassa/SRR755946.cutadapt.sam" "bams/crassa/SRR756251.cutadapt.sam" "bams/crassa/SRR756354.cutadapt.sam" "bams/crassa/SRR769610.sam" "bams/crassa/SRR769748.sam" 
Geneid	Chr	Start	End	Strand	Length	bams/crassa/SRR4448063.sam	bams/crassa/SRR4448064.sam	bams/crassa/SRR751454.cutadapt.sam	bams/crassa/SRR755946.cutadapt.sam	bams/crassa/SRR756251.cutadapt.sam	bams/crassa/SRR756354.cutadapt.sam	bams/crassa/SRR769610.sam	bams/crassa/SRR769748.sam
transcript:EAA27090	IV	3703659	3705376	-	1718	80	64	3	152	122	63	0	1
transcript:EAA27089	IV;IV	3705524;3706019	3705921;3707353	+;+	1733	207	222	6	194	145	86	0	0
transcript:EAA27088	IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV	3707018;3707953;3708377;3708505;3709496;3709857;3709940;3710012;3710186;3710486;3710660	3707884;3708329;3708452;3709198;3709782;3709878;3709953;3710126;3710424;3710604;3711237	-;-;-;-;-;-;-;-;-;-;-	3388	479	513	16	631	365	346	0	0
transcript:EAA27087	IV;IV;IV	3714554;3715689;3716030	3715600;3715890;3716704	+;+;+	1924	90	92	4	207	187	117	0	0
transcript:EAA27086	IV;IV;IV;IV	3717488;3718650;3718975;3720846	3718585;3718918;3720773;3721572	-;-;-;-	3893	107	198	19	1107	1631	671	1	1
transcript:ESA42973	IV;IV;IV	3724656;3725170;3725926	3724938;3725381;3727393	+;+;+	1963	35	31	4	324	401	190	0	0
transcript:ESA42974	IV;IV	3724962;3725926	3725381;3727393	+;+	1888	25	27	4	328	384	189	0	0
transcript:EAA27084	IV	3727342	3728917	-	1576	25	15	2	87	55	43	0	0
transcript:EAA27083	IV;IV;IV;IV;IV;IV	3729161;3730174;3730309;3730857;3731058;3731350	3730093;3730236;3730396;3730872;3731089;3731640	-;-;-;-;-;-	1423	64	27	3	108	79	64	0	0
transcript:EAA27082	IV;IV;IV;IV	3731864;3732307;3733191;3733471	3732245;3733108;3733406;3733924	-;-;-;-	1854	248	169	14	596	517	328	0	0
transcript:EAA27081	IV;IV	3734693;3735071	3735002;3735941	+;+	1181	125	65	3	206	110	83	0	0
transcript:EAA27080	IV;IV;IV;IV	3737233;3737944;3738466;3739831	3737778;3738209;3739774;3741075	+;+;+;+	3366	181	68	5	396	386	222	0	0
transcript:EAA27079	IV;IV;IV;IV	3741341;3741770;3742169;3742348	3741504;3741997;3742227;3742770	+;+;+;+	874	28	18	0	120	75	72	0	0
transcript:EAA33408	IV;IV	3772911;3773501	3773439;3775201	+;+	2230	111	133	236	4135	7051	3677	4	4
transcript:EAA33409	IV;IV;IV;IV;IV;IV;IV	3775144;3776392;3776552;3776893;3777037;3777986;3778219	3776341;3776493;3776824;3776976;3777932;3778164;3778895	-;-;-;-;-;-;-	3409	93	38	3	411	425	254	0	0
transcript:EAA33410	IV;IV	3780131;3780889	3780838;3780975	-;-	795	21	16	2	119	68	60	0	0
transcript:EAA33411	IV;IV	3781915;3782235	3782097;3782936	+;+	885	10	5	1	52	31	29	0	0
transcript:EAA33412	IV;IV	3783627;3784413	3784044;3785006	+;+	1012	5	4	10	897	603	511	0	0
transcript:EAA33413	IV	3786353	3788562	+	2210	30	16	7	382	246	221	0	0
transcript:EAA33415	IV;IV;IV	3791159;3793707;3794172	3793636;3794105;3794517	+;+;+	3223	36	27	17	365	186	182	0	0
transcript:ESA42975	IV;IV;IV	3796602;3797296;3797463	3797182;3797391;3799753	+;+;+	2968	123	82	31	1357	504	1134	0	0
transcript:ESA42976	IV;IV;IV	3796748;3797296;3797463	3797182;3797391;3799747	+;+;+	2816	121	82	31	1334	498	1120	0	0
transcript:EAA33417	IV;IV	3800360;3800864	3800410;3801194	-;-	382	7	1	1	63	17	40	0	0
transcript:EAA33418	IV;IV;IV	3801841;3802537;3803054	3802460;3802992;3804477	-;-;-	2500	59	36	3	139	93	68	1	0
transcript:EAA33419	IV;IV;IV;IV	3804508;3805512;3805713;3806774	3805458;3805645;3806683;3807144	-;-;-;-	2427	89	43	4	490	447	292	0	0
transcript:EAA33420	IV;IV;IV	3808277;3808642;3808780	3808563;3808721;3810551	+;+;+	2139	105	73	14	542	489	301	0	0
transcript:EAA33421	IV;IV	3817959;3818621	3818557;3820506	-;-	2485	83	89	8	492	422	304	0	0
transcript:EAA33422	IV;IV;IV	3821190;3822522;3823251	3822439;3823186;3823772	-;-;-	2437	74	67	5	292	254	144	0	0
transcript:EAA33423	IV;IV;IV	3823770;3824552;3824699	3824395;3824621;3825815	+;+;+	1813	109	72	3	178	173	94	1	0
transcript:EAA33424	IV;IV	3825211;3828057	3828000;3828747	-;-	3481	84	58	3	240	195	107	1	0
transcript:EAA33425	IV;IV	3829304;3831085	3831004;3831264	-;-	1881	25	31	0	180	148	117	0	0
transcript:ESA42977	IV	3832552	3833344	+	793	9	7	1	33	22	22	0	0
transcript:EAA33426	IV;IV	3833581;3834741	3834667;3835955	+;+	2302	45	23	2	177	155	116	0	0
transcript:EAA33427	IV	3835906	3837390	-	1485	39	9	3	89	84	52	0	0
transcript:EAA33428	IV;IV	3838049;3838565	3838500;3840444	+;+	2332	45	56	7	302	298	168	1	0
transcript:EAA33429	IV;IV	3839747;3840136	3839974;3840424	-;-	517	2	2	0	22	9	8	0	0
transcript:NCU15634-1	IV	3840671	3840770	-	100	25427	33356	1205	41292	22710	14054	5	2
transcript:EAA33430	IV;IV	3841761;3845848	3845786;3846542	-;-	4721	127	83	8	463	543	301	0	0
transcript:EAA33431	IV;IV;IV	3854424;3855233;3855880	3855074;3855820;3856666	+;+;+	2026	53	48	10	933	873	604	1	1
transcript:ESA42978	IV;IV	3858334;3858729	3858593;3858934	-;-	466	8	4	1	35	20	18	0	0
transcript:EAA33432	IV;IV;IV;IV	3860410;3861444;3862542;3862683	3861375;3862489;3862597;3862877	-;-;-;-	2263	61	29	3	188	128	88	0	0
transcript:EAA33433	IV;IV;IV;IV	3863370;3863814;3865613;3865919	3863748;3865557;3865857;3866895	+;+;+;+	3345	133	83	20	312	301	209	1	0
transcript:EAA33434	IV;IV;IV;IV;IV;IV	3869494;3870830;3871053;3871180;3871458;3874150	3870743;3870854;3871070;3871322;3874016;3874598	+;+;+;+;+;+	4444	148	86	17	887	896	536	0	0
transcript:EAA33435	IV;IV;IV;IV	3876267;3877316;3877819;3879027	3877254;3877745;3878964;3880470	+;+;+;+	4008	131	88	14	447	492	247	1	1
transcript:EAA33436	IV;IV;IV	3880638;3881226;3883009	3881148;3882940;3883392	-;-;-	2610	210	104	7	423	421	243	0	0
transcript:EAA33437	IV;IV;IV	3885570;3887507;3888153	3887448;3888051;3888635	-;-;-	2907	152	74	4	232	247	153	0	0
transcript:EAA33438	IV;IV	3889088;3889896	3889817;3890814	+;+	1649	92	39	1	181	182	86	0	0
transcript:EAA33439	IV;IV	3890596;3892177	3892107;3892840	-;-	2176	45	29	1	163	130	91	0	0
transcript:ESA42979	IV;IV	3892553;3892749	3892633;3893126	+;+	459	7	2	0	13	12	11	0	0
transcript:EAA33440	IV;IV;IV	3893395;3893831;3894086	3893702;3894026;3896072	+;+;+	2491	109	67	5	274	253	129	1	0
transcript:ESA42980	IV;IV	3895865;3897526	3897477;3898276	-;-	2364	55	27	2	203	166	109	0	0
transcript:ESA42981	IV	3895994	3897803	-	1810	46	23	2	181	151	104	0	0
transcript:EAA33442	IV;IV;IV;IV	3898559;3899389;3899707;3900598	3899125;3899638;3900540;3901512	+;+;+;+	2566	238	142	3	434	466	283	0	0
transcript:EAA33443	IV;IV;IV	3901218;3901591;3904402	3901517;3904318;3904704	-;-;-	3331	96	63	4	223	210	127	0	0
transcript:ESA42982	IV	3905437	3906405	+	969	14	9	2	63	31	33	1	0
transcript:EAA33445	IV;IV;IV;IV	3908616;3909195;3909595;3909905	3909144;3909535;3909848;3910899	+;+;+;+	2119	44	40	3	180	155	88	0	0
transcript:EAA33446	IV;IV	3911212;3911718	3911642;3914215	+;+	2929	114	62	3	296	276	179	1	0
transcript:EAA33447	IV	3916595	3917938	-	1344	56	20	7	428	401	322	0	1
transcript:EAA33448	IV	3918124	3918402	+	279	2	5	1	22	29	12	0	0
transcript:EAA33449	IV;IV	3921756;3922121	3921997;3922160	-;-	282	3	1	0	12	5	10	0	0
transcript:EAA33450	IV;IV;IV;IV;IV	3922838;3923057;3923258;3923849;3923997	3922951;3923202;3923699;3923926;3924026	+;+;+;+;+	810	13	12	1	44	40	34	0	0
transcript:EAA33451	IV;IV;IV;IV	3925559;3926015;3926247;3926373	3925719;3926164;3926311;3926647	+;+;+;+	651	15	5	0	104	66	46	0	0
transcript:ESA42984	IV;IV;IV;IV	3926738;3927191;3927735;3928061	3927089;3927603;3927973;3928456	-;-;-;-	1400	33	9	0	101	109	55	0	0
transcript:ESA42983	IV;IV;IV;IV	3926882;3927191;3927735;3928061	3927089;3927603;3927973;3928073	-;-;-;-	873	23	3	0	61	69	40	0	0
transcript:EAA33453	IV	3930124	3932347	+	2224	36	18	2	106	80	72	0	0
transcript:EAA33454	IV;IV;IV	3932913;3936355;3936521	3936296;3936451;3936702	-;-;-	3663	58	49	3	155	136	95	1	0
transcript:EDO64981	IV;IV;IV	3938283;3938344;3938822	3938294;3938440;3938979	+;+;+	267	2	2	0	18	16	14	0	0
transcript:EAA33455	IV;IV	3939253;3941016	3940950;3944388	+;+	5071	189	127	11	625	760	383	0	1
transcript:NCU15178-1	IV	3944633	3944706	+	74	9701	26365	82	8945	5830	4760	0	5
transcript:EAA33456	IV;IV	3944995;3946107	3946037;3947352	-;-	2289	53	57	3	158	69	72	0	0
transcript:EAA33457	IV;IV;IV;IV;IV;IV;IV	3947496;3948052;3948498;3949076;3949483;3949822;3952503	3947974;3948434;3949014;3949427;3949769;3952406;3953161	-;-;-;-;-;-;-	5262	294	180	26	656	639	386	0	0
transcript:EAA33458	IV;IV;IV;IV;IV	3953719;3954431;3954583;3954966;3955722	3954375;3954526;3954902;3955636;3956162	-;-;-;-;-	2185	138	92	5	224	226	138	0	0
transcript:NCU14099-1	IV;IV;IV;IV	3956648;3957156;3957438;3957670	3956839;3957212;3957502;3957926	-;-;-;-	571	27	46	2	84	44	44	0	0
transcript:EAA33460	IV;IV	3958148;3958533	3958473;3960092	+;+	1886	86	38	2	90	56	48	0	0
transcript:EAA33461	IV;IV	3960326;3960952	3960892;3963568	+;+	3184	195	152	9	655	747	373	0	0
transcript:EAA33462	IV	3963569	3965222	-	1654	49	10	0	50	50	43	0	0
transcript:EAA33463	IV;IV	3965642;3966231	3966077;3967867	+;+	2073	72	51	2	158	158	66	0	0
transcript:EAA33464	IV;IV	3966861;3967704	3967613;3968211	-;-	1261	75	40	1	136	139	61	0	0
transcript:EAA33465	IV	3968520	3970071	+	1552	25	19	4	148	116	76	0	0
transcript:EAA33466	IV	3970303	3971250	+	948	23	10	0	109	147	68	0	0
transcript:EAA33467	IV;IV	3971747;3971839	3971767;3974796	-;-	2979	212	88	15	377	418	240	0	0
transcript:EAA33468	IV;IV;IV	3975538;3975869;3976254	3975747;3976182;3976852	+;+;+	1123	55	26	6	221	191	131	0	1
transcript:EAA33469	IV;IV;IV;IV;IV;IV	3976674;3977261;3977367;3977823;3977915;3978109	3977200;3977301;3977751;3977833;3978027;3978357	-;-;-;-;-;-	1326	150	60	2	343	373	219	0	1
transcript:EAA33470	IV;IV;IV	3978581;3979016;3979242	3978937;3979186;3982163	+;+;+	3450	201	74	9	378	327	213	0	0
transcript:EAA33471	IV;IV;IV	3981922;3982708;3982971	3982544;3982902;3983344	-;-;-	1192	17	7	10	772	427	365	0	0
transcript:EAA33472	IV;IV	3984319;3984905	3984845;3987938	-;-	3561	111	63	4	604	583	341	0	0
transcript:NCU14100-1	IV;IV	3987111;3987318	3987239;3987760	+;+	572	33	25	1	50	31	28	0	0
transcript:NCU15179-1	IV	3987950	3988034	-	85	4275	13806	1182	6667	4496	2984	1	4
transcript:EAA33473	IV;IV;IV;IV;IV;IV	3988310;3988671;3988992;3989377;3989575;3989864	3988598;3988937;3989315;3989498;3989802;3990013	-;-;-;-;-;-	1380	32	13	1	62	49	43	0	0
transcript:ESA42985	IV;IV;IV;IV;IV	3990906;3991264;3991501;3992141;3992611	3991192;3991433;3992073;3992474;3993627	+;+;+;+;+	2381	103	54	5	191	179	110	0	0
transcript:ESA42986	IV;IV;IV;IV;IV	3990906;3991264;3991504;3992141;3992611	3991192;3991433;3992073;3992474;3993632	+;+;+;+;+	2383	103	54	5	191	179	110	0	0
transcript:ESA42988	IV	3998043	3998972	+	930	18	7	5	54	26	49	0	0
transcript:ESA42987	IV	3998043	3999176	+	1134	20	7	5	59	30	50	0	0
transcript:EAA33476	IV;IV;IV	4001190;4001658;4001836	4001602;4001781;4004643	+;+;+	3345	87	17	3	133	66	113	0	0
transcript:EAA33477	IV;IV;IV	4007340;4007654;4007926	4007449;4007751;4008122	+;+;+	405	6	4	0	19	6	10	0	0
transcript:EAA33478	IV;IV;IV;IV	4011143;4012009;4012117;4012652	4011879;4012025;4012577;4012979	+;+;+;+	1543	22	35	0	84	79	38	0	1
transcript:EAA33479	IV;IV;IV;IV	4012832;4013249;4015337;4016024	4013183;4015281;4015936;4016679	-;-;-;-	3641	207	142	5	388	356	214	1	0
transcript:EAA33480	IV;IV;IV;IV	4018914;4019857;4020662;4020973	4019652;4020505;4020916;4021068	-;-;-;-	1739	106	68	1	234	236	119	1	0
transcript:EAA33481	IV	4021312	4025082	-	3771	104	130	56	1699	1992	1294	1	1
transcript:EAA33482	IV	4029726	4031436	-	1711	53	49	3	173	131	106	0	0
transcript:EAA32519	IV;IV;IV	4064859;4065618;4066353	4065552;4066277;4067114	+;+;+	2116	97	73	2	255	140	124	0	0
transcript:EAA32518	IV;IV;IV;IV;IV	4067261;4067919;4069395;4070276;4070471	4067843;4069328;4070201;4070344;4071054	-;-;-;-;-	3453	140	72	8	428	427	300	0	0
transcript:ESA42989	IV	4071760	4072107	+	348	5	1	0	15	11	11	0	0
transcript:EAA32517	IV;IV;IV	4072108;4072514;4072712	4072350;4072643;4075127	+;+;+	2789	388	201	7	738	705	428	0	0
transcript:EDO65231	IV;IV;IV	4075275;4076288;4077516	4076210;4077433;4078182	-;-;-	2749	117	151	4	380	242	194	0	0
transcript:EAA32535	IV;IV	4078318;4082276	4082049;4082373	+;+	3830	133	59	13	233	189	132	0	0
transcript:EAA32534	IV;IV	4082383;4083530	4083432;4083839	-;-	1360	17	11	1	128	130	93	0	0
transcript:EDO65232	IV	4084738	4085904	-	1167	13	14	3	199	209	126	0	1
transcript:EDO65233	IV;IV;IV;IV;IV;IV	4086896;4087087;4087536;4087847;4088679;4089080	4086990;4087170;4087581;4088612;4089023;4089090	-;-;-;-;-;-	1347	16	20	2	151	106	81	0	0
transcript:EAA32532	IV	4090769	4095378	+	4610	140	91	10	651	773	380	0	0
transcript:EAA32531	IV;IV;IV;IV	4091898;4095322;4096549;4096664	4095187;4096485;4096610;4097300	-;-;-;-	5153	153	106	4	695	860	444	0	0
transcript:EAA32530	IV;IV	4097773;4098800	4098737;4099911	+;+	2077	42	79	6	311	306	195	0	0
transcript:EAA32529	IV;IV;IV	4099901;4100902;4101779	4100832;4101711;4102740	-;-;-	2704	60	45	5	270	198	163	0	0
transcript:EDO65234	IV;IV;IV	4103103;4103343;4104441	4103268;4104376;4104868	+;+;+	1628	78	44	3	324	308	173	0	0
transcript:EAA32798	IV;IV	4104617;4107451	4107388;4109427	-;-	4749	345	211	15	729	706	461	0	1
transcript:ESA42990	IV;IV;IV	4112241;4112978;4113263	4112391;4113111;4113433	+;+;+	456	10	24	0	30	31	14	0	0
transcript:ESA42991	IV	4113262	4114751	+	1490	50	57	1	108	81	55	0	0
transcript:EAA32796	IV;IV;IV;IV;IV	4115324;4116707;4117073;4117171;4117463	4116636;4116898;4117078;4117249;4118378	-;-;-;-;-	2506	178	217	10	752	1044	429	0	0
transcript:ESA42992	IV;IV;IV	4119778;4119920;4120382	4119795;4120047;4120792	+;+;+	557	5	41	1	49	28	25	0	0
transcript:EAA32795	IV;IV;IV	4121109;4123400;4123717	4123309;4123656;4126910	+;+;+	5652	276	512	4	902	837	456	0	1
transcript:EAA32794	IV	4127528	4130424	+	2897	450	320	4	485	445	288	0	1
transcript:EAA32793	IV;IV	4131246;4131664	4131531;4131791	-;-	414	2	11	1	32	19	7	0	0
transcript:EAA32792	IV;IV	4135400;4135503	4135431;4135815	+;+	345	5	23	9	1471	673	774	0	0
transcript:EAA32791	IV;IV	4136868;4138234	4138102;4138515	-;-	1517	31	45	6	261	219	117	0	0
transcript:EAA32790	IV;IV	4138583;4139099	4139010;4139382	-;-	712	72	101	2	409	256	181	0	0
transcript:NCU15636-1	IV	4139845	4139943	-	99	26201	34870	1200	116985	66329	46207	23	23
transcript:EAA32789	IV;IV	4140691;4141098	4140909;4142222	+;+	1344	161	113	5	421	408	196	1	0
transcript:NCU15180-1	IV	4142274	4142364	+	91	8345	37718	0	53363	23781	18842	5	0
transcript:ESA42993	IV	4146320	4151302	-	4983	403	235	7	794	884	450	2	0
transcript:ESA42994	IV	4147091	4151119	-	4029	296	189	6	681	764	390	0	0
transcript:EAA32785	IV;IV;IV	4152887;4153293;4153530	4153022;4153370;4153639	-;-;-	324	8	10	0	11	13	9	0	0
transcript:EAA32784	IV	4153391	4155854	+	2464	61	49	4	409	156	285	0	0
transcript:EAA32783	IV;IV;IV	4156723;4157972;4158091	4157899;4158030;4158183	-;-;-	1329	21	22	2	137	197	91	0	0
transcript:EAA32782	IV;IV;IV	4158607;4159431;4160375	4159366;4160315;4160984	-;-;-	2255	84	70	7	388	480	227	0	0
transcript:EAA32781	IV;IV	4161313;4162126	4162051;4162768	+;+	1382	34	17	2	87	67	32	0	0
transcript:EAA32780	IV	4163770	4165061	+	1292	19	9	0	30	28	23	0	0
transcript:EAA32779	IV;IV	4165449;4166893	4166835;4167413	-;-	1908	36	32	6	591	227	484	0	0
transcript:EAA32729	IV;IV	4180254;4180628	4180549;4181672	+;+	1341	24	19	1	55	62	35	0	0
transcript:EAA32728	IV;IV	4181767;4182157	4182095;4183965	+;+	2138	66	33	3	158	147	87	0	0
transcript:NCU15181-1	IV	4184204	4184296	-	93	73	593	0	44687	26847	19949	6	2
transcript:EAA32727	IV;IV;IV;IV	4186015;4186721;4187117;4187330	4186408;4187041;4187260;4188252	+;+;+;+	1782	25	20	0	193	109	72	0	0
transcript:EAA32726	IV	4188525	4190172	+	1648	86	35	3	113	108	113	0	0
transcript:EAA32725	IV	4190161	4191643	-	1483	18	15	1	95	64	58	0	0
transcript:EDO65235	IV;IV;IV;IV	4192146;4192810;4193465;4194791	4192744;4193405;4194720;4195401	+;+;+;+	3062	84	53	5	236	238	148	0	0
transcript:EDO65236	IV;IV	4195662;4196384	4196324;4198630	+;+	2910	47	24	1	182	162	93	0	0
transcript:EAA32723	IV;IV;IV;IV	4198665;4199359;4199785;4201372	4199265;4199720;4201304;4202341	+;+;+;+	3453	73	52	7	314	334	200	0	0
transcript:EAA32722	IV;IV;IV	4202614;4202937;4203044	4202805;4202948;4203142	-;-;-	303	6	2	7	44	51	33	0	0
transcript:EAA32721	IV;IV;IV;IV;IV;IV;IV	4204634;4204769;4205021;4205501;4205749;4205864;4206371	4204721;4204866;4205420;4205672;4205803;4206237;4206977	+;+;+;+;+;+;+	1794	62	66	1	123	81	68	1	0
transcript:EAA32720	IV;IV	4207236;4207627	4207530;4208361	+;+	1030	17	22	2	157	119	77	0	0
transcript:EAA32719	IV;IV	4210231;4210789	4210737;4211223	+;+	942	7	3	35	3641	1431	974	0	0
transcript:EAA32717	IV;IV;IV;IV	4214035;4215491;4216158;4216602	4215429;4216093;4216542;4216869	-;-;-;-	2651	88	39	4	252	209	182	0	0
transcript:EAA32716	IV;IV;IV	4218260;4219129;4220442	4219060;4220375;4222142	+;+;+	3749	128	71	3	366	312	194	0	0
transcript:ESA42995	IV;IV	4222416;4225303	4225111;4225865	-;-	3259	49	37	10	200	208	113	1	0
transcript:ESA42996	IV	4222417	4225865	-	3449	59	40	10	208	211	114	1	0
transcript:EAA32714	IV	4226570	4227545	-	976	11	11	0	47	40	24	0	0
transcript:EAA32713	IV;IV	4228212;4229163	4229090;4229918	-;-	1635	39	20	2	82	88	52	0	0
transcript:EAA32513	IV;IV;IV	4242983;4243113;4243570	4243033;4243496;4243578	+;+;+	444	3	7	0	23	10	9	0	0
transcript:EAA32512	IV;IV;IV	4244482;4244662;4244985	4244576;4244916;4245308	+;+;+	674	32	5	0	19	18	17	0	0
transcript:EAA32511	IV	4246083	4246905	+	823	10	14	0	13	9	9	0	0
transcript:EAA32510	IV;IV	4248244;4248614	4248548;4250307	+;+	1999	41	105	1	82	47	65	0	0
transcript:ESA42997	IV;IV;IV;IV	4301691;4302457;4302735;4303670	4302387;4302669;4303599;4304060	+;+;+;+	2166	23	26	4	240	267	142	0	0
transcript:ESA42998	IV;IV;IV	4301691;4302735;4303670	4302669;4303599;4304060	+;+;+	2235	24	26	4	256	269	152	0	0
transcript:EAA33264	IV;IV;IV;IV;IV;IV	4305221;4305397;4305644;4305831;4306193;4306649	4305323;4305581;4305737;4306102;4306536;4307474	+;+;+;+;+;+	1824	41	32	0	73	50	26	0	0
transcript:EAA33263	IV	4308433	4309344	-	912	13	18	0	15	12	15	0	0
transcript:NCU15182-1	IV	4310499	4310594	-	96	94	286	2	29008	16286	13971	1	0
transcript:EAA33262	IV;IV;IV	4311049;4312248;4312600	4312188;4312539;4314145	-;-;-	2978	46	22	2	262	177	148	0	0
transcript:EAA33261	IV	4315214	4315966	+	753	16	10	0	46	12	24	0	0
transcript:NCU15183-1	IV	4317104	4317176	+	73	1805	2606	66	8450	3470	3031	3	0
transcript:EAA33260	IV;IV	4319803;4321390	4321325;4322059	+;+	2193	87	184	6	622	417	330	0	1
transcript:NCU15184-1	IV	4323409	4323504	+	96	7645	10868	66	3104	1067	1244	8	1
transcript:NCU15637-1	IV	4324039	4324153	-	115	10	175	4	1392	544	546	0	0
transcript:EAA33259	IV	4325437	4326465	+	1029	10	10	0	46	40	25	0	0
transcript:NCU15185-1	IV	4326936	4327042	+	107	7420	36559	0	51540	21778	18198	0	0
transcript:NCU15638-1	IV	4327409	4327524	+	116	138368	148970	383	128496	55611	53189	2	3
transcript:EAA33258	IV	4327999	4329934	+	1936	24	25	38	199	73	160	0	0
transcript:EAA33257	IV;IV	4330308;4332759	4332608;4332976	-;-	2519	32	14	3	245	128	150	1	0
transcript:EAA33256	IV;IV;IV;IV	4334168;4335804;4335981;4336421	4335744;4335883;4336290;4337549	-;-;-;-	3096	92	65	14	389	510	200	0	0
transcript:EAA33255	IV;IV;IV;IV;IV;IV	4340022;4340604;4340882;4341371;4342277;4342376	4340512;4340815;4341222;4342182;4342315;4343331	-;-;-;-;-;-	2851	56	24	2	247	215	106	0	0
transcript:EAA33254	IV;IV	4343749;4344189	4344115;4345780	+;+	1959	37	20	1	120	108	77	0	0
transcript:EAA33253	IV	4345645	4347081	-	1437	36	19	1	75	55	33	0	0
transcript:EAA33252	IV;IV	4347628;4350296	4350238;4352018	+;+	4334	243	90	12	499	537	249	0	0
transcript:EAA33251	IV	4350560	4352305	-	1746	44	21	3	67	44	31	0	0
transcript:ESA42999	IV;IV;IV;IV;IV;IV	4352332;4352644;4352806;4353134;4353290;4353404	4352480;4352696;4352859;4353227;4353346;4353644	+;+;+;+;+;+	648	158	50	1	284	265	233	0	0
transcript:ESA43000	IV;IV;IV;IV	4353761;4354230;4354968;4355162	4354170;4354905;4355105;4356686	+;+;+;+	2749	45	28	5	252	227	129	0	0
transcript:EAA33249	IV	4356652	4358581	-	1930	56	30	0	159	134	83	0	0
transcript:EAA33248	IV;IV;IV;IV;IV	4359254;4359557;4359775;4360358;4360618	4359492;4359696;4360299;4360546;4361686	-;-;-;-;-	2162	61	28	6	808	544	341	0	0
transcript:ESA43001	IV;IV	4363329;4364392	4364166;4364696	+;+	1143	20	6	2	58	30	42	0	0
transcript:EAA33247	IV;IV;IV	4364944;4365394;4365552	4365319;4365481;4365763	-;-;-	676	10	8	8	309	227	180	0	0
transcript:EAA33246	IV;IV;IV	4367319;4367622;4368194	4367559;4368136;4368460	-;-;-	1023	25	8	22	336	388	159	0	0
transcript:ESA43002	IV;IV	4368851;4369167	4368972;4369603	+;+	559	8	5	1	41	51	37	0	0
transcript:NCU15186-1	IV	4370359	4370440	+	82	106652	105253	3	6325	2797	2091	2	6
transcript:EAA33244	IV;IV;IV;IV	4371133;4371773;4372182;4372397	4371719;4372127;4372334;4373662	-;-;-;-	2361	37	23	11	624	641	421	0	0
transcript:EAA33243	IV	4373923	4375314	+	1392	64	44	0	109	90	54	0	0
transcript:EAA33242	IV;IV;IV	4375539;4376710;4377118	4376620;4376883;4377884	-;-;-	2023	120	59	2	134	126	80	0	0
transcript:EAA33241	IV;IV;IV;IV;IV;IV;IV;IV;IV	4378046;4380166;4380465;4380650;4380908;4381158;4381367;4381509;4381795	4380114;4380406;4380590;4380849;4381098;4381299;4381412;4381532;4382149	-;-;-;-;-;-;-;-;-	3394	614	208	10	577	628	357	1	0
transcript:EAA33240	IV;IV	4382529;4384299	4384210;4384697	-;-	2081	413	204	3	344	176	186	0	0
transcript:EAA33239	IV;IV;IV;IV	4384711;4385520;4386257;4386467	4385090;4385563;4386359;4386946	-;-;-;-	1007	11	14	0	41	16	15	0	0
transcript:EAA33238	IV;IV	4389350;4389651	4389526;4390577	-;-	1104	46	46	1	70	26	25	0	0
transcript:ESA43004	IV;IV;IV	4389473;4393960;4394433	4393891;4394333;4394816	+;+;+	5177	125	114	8	365	235	187	0	0
transcript:ESA43003	IV;IV;IV	4392580;4393960;4394433	4393891;4394333;4394816	+;+;+	2070	31	21	7	222	164	124	0	0
transcript:ESA43005	IV;IV	4396993;4397384	4397302;4400472	+;+	3399	70	38	6	309	328	207	0	0
transcript:ESA43006	IV;IV	4396993;4397384	4397302;4400472	+;+	3399	70	38	6	309	328	207	0	0
transcript:NCU15187-1	IV	4400586	4400656	+	71	5011	8036	50237	84496	27610	32382	41	23
transcript:NCU15188-1	IV	4401166	4401257	-	92	435	6257	35	41476	21177	19818	0	1
transcript:ESA43007	IV;IV	4401567;4403535	4403471;4404253	-;-	2624	66	39	5	237	196	135	0	0
transcript:EAA33235	IV;IV	4404446;4405264	4405192;4407909	-;-	3393	61	20	0	113	125	93	0	1
transcript:EAA33234	IV	4412497	4414080	+	1584	22	12	3	141	135	89	0	0
transcript:EAA33233	IV;IV;IV	4415379;4416087;4416386	4416023;4416328;4416731	-;-;-	1233	22	40	23	637	290	313	0	0
transcript:ESA43008	IV	4416840	4417658	-	819	12	12	0	30	18	14	0	0
transcript:ESA43010	IV;IV	4418395;4418850	4418748;4419410	+;+	915	23	30	1	263	101	211	0	0
transcript:ESA43009	IV;IV	4418395;4418850	4418748;4419413	+;+	918	23	30	1	263	101	211	0	0
transcript:NCU15189-1	IV	4419550	4419623	-	74	20193	33707	63	11404	5220	5108	25	57
transcript:EAA33231	IV	4419793	4422071	-	2279	44	34	2	68	40	52	0	0
transcript:ESA43012	IV;IV;IV	4422480;4422989;4428013	4422925;4427949;4429129	-;-;-	6524	1346	922	21	672	906	400	0	0
transcript:ESA43011	IV;IV;IV	4422815;4422989;4428013	4422925;4427949;4428535	-;-;-	5595	1251	822	19	635	837	371	0	0
